repository_owner,repository_name,file_path,filename,original_file_path,repository_url,file_url,branch,stargazers_count,forks_count,created_at,pushed_at,updated_at,lines_of_code,manifest_specific_commit_count,first_manifest_commit_date,file_composite_key,length_of_words,complexity_score
mcp-agents-ai,mcp-agents-hub,CLAUDE.md,CLAUDE.md,raw/mcp-agents-ai/mcp-agents-hub/CLAUDE.md,https://github.com/mcp-agents-ai/mcp-agents-hub,https://github.com/mcp-agents-ai/mcp-agents-hub/blob/main/CLAUDE.md,main,41.0,13.0,2025-03-24T06:01:45Z,2025-07-29T08:19:19Z,2025-10-06T09:34:21Z,119.0,1,2025-06-05T03:43:29Z,mcp-agents-ai||mcp-agents-hub||CLAUDE.md,709,38.37461214283218
culstrup,fireflies-raycast,CLAUDE.md,CLAUDE.md,raw/culstrup/fireflies-raycast/CLAUDE.md,https://github.com/culstrup/fireflies-raycast,https://github.com/culstrup/fireflies-raycast/blob/main/CLAUDE.md,main,7.0,0.0,2025-03-13T14:12:42Z,2025-07-17T16:14:34Z,2025-07-17T16:14:26Z,101.0,5,2025-03-13T14:25:57Z,culstrup||fireflies-raycast||CLAUDE.md,253,41.14571428571432
grafbase,grafbase,CLAUDE.md,CLAUDE.md,raw/grafbase/grafbase/CLAUDE.md,https://github.com/grafbase/grafbase,https://github.com/grafbase/grafbase/blob/main/CLAUDE.md,main,1174.0,58.0,2021-05-24T12:20:34Z,2025-10-17T23:01:31Z,2025-10-17T13:39:57Z,1.0,1,2025-08-02T19:04:25Z,grafbase||grafbase||CLAUDE.md,2,121.22000000000003
gprt-org,GPRT,CLAUDE.md,CLAUDE.md,raw/gprt-org/GPRT/CLAUDE.md,https://github.com/gprt-org/GPRT,https://github.com/gprt-org/GPRT/blob/master/CLAUDE.md,master,33.0,6.0,2022-10-13T19:48:05Z,2025-10-10T14:45:23Z,2025-10-10T14:45:28Z,159.0,1,2025-07-17T16:34:21Z,gprt-org||GPRT||CLAUDE.md,381,47.85884215734788
Helicone,helicone,CLAUDE.md,CLAUDE.md,raw/Helicone/helicone/CLAUDE.md,https://github.com/Helicone/helicone,https://github.com/Helicone/helicone/blob/main/CLAUDE.md,main,4609.0,442.0,2023-01-31T22:34:44Z,2025-10-18T06:10:24Z,2025-10-18T12:09:57Z,544.0,3,2025-07-14T02:21:15Z,Helicone||helicone||CLAUDE.md,625,51.144438452429995
hu-po,tatbot,CLAUDE.md,CLAUDE.md,raw/hu-po/tatbot/CLAUDE.md,https://github.com/hu-po/tatbot,https://github.com/hu-po/tatbot/blob/main/CLAUDE.md,main,11.0,1.0,2025-03-01T21:02:09Z,2025-09-23T15:16:33Z,2025-09-30T00:49:38Z,198.0,12,2025-08-08T19:52:01Z,hu-po||tatbot||CLAUDE.md,863,33.68051375519738
lumen-notes,lumen,CLAUDE.md,CLAUDE.md,raw/lumen-notes/lumen/CLAUDE.md,https://github.com/lumen-notes/lumen,https://github.com/lumen-notes/lumen/blob/main/CLAUDE.md,main,572.0,32.0,2022-07-23T17:50:01Z,2025-10-16T00:59:37Z,2025-10-18T03:05:00Z,107.0,2,2025-07-17T06:03:00Z,lumen-notes||lumen||CLAUDE.md,505,50.78853550295861
slick,slick,CLAUDE.md,CLAUDE.md,raw/slick/slick/CLAUDE.md,https://github.com/slick/slick,https://github.com/slick/slick/blob/main/CLAUDE.md,main,2667.0,618.0,2009-02-20T22:51:53Z,2025-10-15T20:58:43Z,2025-10-15T20:58:44Z,537.0,6,2025-07-09T01:44:38Z,slick||slick||CLAUDE.md,2058,21.9968880455408
cartridge-gg,controller,CLAUDE.md,CLAUDE.md,raw/cartridge-gg/controller/CLAUDE.md,https://github.com/cartridge-gg/controller,https://github.com/cartridge-gg/controller/blob/main/CLAUDE.md,main,74.0,42.0,2022-03-27T00:54:06Z,2025-10-18T03:45:56Z,2025-10-16T17:45:08Z,144.0,1,2025-06-17T18:55:07Z,cartridge-gg||controller||CLAUDE.md,677,31.17284602010014
cartridge-gg,slot,CLAUDE.md,CLAUDE.md,raw/cartridge-gg/slot/CLAUDE.md,https://github.com/cartridge-gg/slot,https://github.com/cartridge-gg/slot/blob/main/CLAUDE.md,main,51.0,10.0,2023-08-07T20:12:42Z,2025-10-14T17:19:06Z,2025-10-14T17:19:09Z,93.0,1,2025-06-18T20:44:41Z,cartridge-gg||slot||CLAUDE.md,332,32.66436842105264
cartridge-gg,cainome,CLAUDE.md,CLAUDE.md,raw/cartridge-gg/cainome/CLAUDE.md,https://github.com/cartridge-gg/cainome,https://github.com/cartridge-gg/cainome/blob/main/CLAUDE.md,main,47.0,21.0,2023-12-14T19:17:32Z,2025-10-09T17:00:26Z,2025-10-09T16:55:31Z,191.0,1,2025-06-20T01:54:55Z,cartridge-gg||cainome||CLAUDE.md,894,40.423542461625175
lacolaco,blog.lacolaco.net,CLAUDE.md,CLAUDE.md,raw/lacolaco/blog.lacolaco.net/CLAUDE.md,https://github.com/lacolaco/blog.lacolaco.net,https://github.com/lacolaco/blog.lacolaco.net/blob/main/CLAUDE.md,main,6.0,0.0,2020-02-02T00:10:41Z,2025-10-15T23:15:38Z,2025-10-15T23:13:51Z,372.0,13,2025-06-07T06:56:13Z,lacolaco||blog.lacolaco.net||CLAUDE.md,1866,42.96552447552449
amuta,kumi,CLAUDE.md,CLAUDE.md,raw/amuta/kumi/CLAUDE.md,https://github.com/amuta/kumi,https://github.com/amuta/kumi/blob/main/CLAUDE.md,main,56.0,2.0,2025-06-27T01:47:04Z,2025-10-17T16:49:55Z,2025-10-18T08:45:28Z,41.0,33,2025-07-17T04:07:20Z,amuta||kumi||CLAUDE.md,202,43.32217647058826
sourcecodeit,nezuko-crm,CLAUDE.md,CLAUDE.md,raw/sourcecodeit/nezuko-crm/CLAUDE.md,https://github.com/sourcecodeit/nezuko-crm,https://github.com/sourcecodeit/nezuko-crm/blob/main/CLAUDE.md,main,6.0,0.0,2025-02-26T14:05:31Z,2025-06-08T06:10:16Z,2025-06-08T06:10:17Z,20.0,1,2025-02-27T14:38:09Z,sourcecodeit||nezuko-crm||CLAUDE.md,132,59.876550802139064
zapier,zapier-platform,CLAUDE.md,CLAUDE.md,raw/zapier/zapier-platform/CLAUDE.md,https://github.com/zapier/zapier-platform,https://github.com/zapier/zapier-platform/blob/main/CLAUDE.md,main,438.0,212.0,2019-06-06T01:44:04Z,2025-10-17T15:04:16Z,2025-10-17T15:04:20Z,23.0,1,2025-08-13T09:59:27Z,zapier||zapier-platform||CLAUDE.md,182,32.368181818181824
lancegoyke,fitness-store,CLAUDE.md,CLAUDE.md,raw/lancegoyke/fitness-store/CLAUDE.md,https://github.com/lancegoyke/fitness-store,https://github.com/lancegoyke/fitness-store/blob/main/CLAUDE.md,main,6.0,2.0,2020-08-31T02:02:32Z,2025-10-13T21:08:17Z,2025-08-18T22:55:52Z,144.0,2,2025-07-19T15:59:13Z,lancegoyke||fitness-store||CLAUDE.md,421,35.52554945054948
SethRobinson,UGTLive,CLAUDE.md,CLAUDE.md,raw/SethRobinson/UGTLive/CLAUDE.md,https://github.com/SethRobinson/UGTLive,https://github.com/SethRobinson/UGTLive/blob/main/CLAUDE.md,main,29.0,7.0,2025-04-18T12:28:45Z,2025-06-12T02:49:57Z,2025-10-08T15:05:50Z,27.0,1,2025-04-19T04:06:35Z,SethRobinson||UGTLive||CLAUDE.md,170,63.00181818181821
plastic-labs,honcho,CLAUDE.md,CLAUDE.md,raw/plastic-labs/honcho/CLAUDE.md,https://github.com/plastic-labs/honcho,https://github.com/plastic-labs/honcho/blob/main/CLAUDE.md,main,236.0,32.0,2023-09-10T21:29:54Z,2025-10-18T05:18:55Z,2025-10-16T15:46:59Z,199.0,8,2025-03-05T14:44:49Z,plastic-labs||honcho||CLAUDE.md,707,38.35355451936874
kajidog,mcp-tts-voicevox,CLAUDE.md,CLAUDE.md,raw/kajidog/mcp-tts-voicevox/CLAUDE.md,https://github.com/kajidog/mcp-tts-voicevox,https://github.com/kajidog/mcp-tts-voicevox/blob/main/CLAUDE.md,main,9.0,3.0,2025-03-26T14:05:47Z,2025-09-09T09:37:51Z,2025-09-09T09:37:50Z,204.0,7,2025-06-05T12:39:30Z,kajidog||mcp-tts-voicevox||CLAUDE.md,1213,47.90787334173277
openSVM,osvm-cli,CLAUDE.md,CLAUDE.md,raw/openSVM/osvm-cli/CLAUDE.md,https://github.com/openSVM/osvm-cli,https://github.com/openSVM/osvm-cli/blob/main/CLAUDE.md,main,12.0,0.0,2025-02-12T06:07:49Z,2025-10-17T16:09:34Z,2025-10-17T16:09:40Z,1355.0,5,2025-09-27T02:30:07Z,openSVM||osvm-cli||CLAUDE.md,1607,39.4066554062324
RawkodeAcademy,RawkodeAcademy,CLAUDE.md,CLAUDE.md,raw/RawkodeAcademy/RawkodeAcademy/CLAUDE.md,https://github.com/RawkodeAcademy/RawkodeAcademy,https://github.com/RawkodeAcademy/RawkodeAcademy/blob/main/CLAUDE.md,main,26.0,13.0,2022-02-27T21:55:54Z,2025-10-16T11:15:01Z,2025-10-16T11:15:04Z,29.0,4,2025-06-03T09:38:15Z,RawkodeAcademy||RawkodeAcademy||CLAUDE.md,204,49.27581339712921
liam-hq,liam,CLAUDE.md,CLAUDE.md,raw/liam-hq/liam/CLAUDE.md,https://github.com/liam-hq/liam,https://github.com/liam-hq/liam/blob/main/CLAUDE.md,main,4367.0,177.0,2024-08-07T07:11:45Z,2025-10-18T17:11:16Z,2025-10-18T17:07:10Z,120.0,27,2025-06-06T06:11:20Z,liam-hq||liam||CLAUDE.md,437,44.47558498845268
hikettei,Caten,CLAUDE.md,CLAUDE.md,raw/hikettei/Caten/CLAUDE.md,https://github.com/hikettei/Caten,https://github.com/hikettei/Caten/blob/main/CLAUDE.md,main,224.0,8.0,2024-07-22T05:17:22Z,2025-09-18T06:26:33Z,2025-10-04T14:27:13Z,224.0,1,2025-06-24T12:00:37Z,hikettei||Caten||CLAUDE.md,775,37.91304930981897
buger,probe,CLAUDE.md,CLAUDE.md,raw/buger/probe/CLAUDE.md,https://github.com/buger/probe,https://github.com/buger/probe/blob/main/CLAUDE.md,main,387.0,31.0,2025-03-05T16:09:15Z,2025-10-17T17:12:47Z,2025-10-18T07:49:43Z,226.0,11,2025-02-27T08:13:40Z,buger||probe||CLAUDE.md,633,49.37910848657555
lingodotdev,lingo.dev,CLAUDE.md,CLAUDE.md,raw/lingodotdev/lingo.dev/CLAUDE.md,https://github.com/lingodotdev/lingo.dev,https://github.com/lingodotdev/lingo.dev/blob/main/CLAUDE.md,main,3354.0,189.0,2024-03-13T11:27:31Z,2025-10-17T05:00:15Z,2025-10-18T17:07:10Z,13.0,1,2025-07-27T21:56:04Z,lingodotdev||lingo.dev||CLAUDE.md,29,79.8693534482759
devill,refakts,CLAUDE.md,CLAUDE.md,raw/devill/refakts/CLAUDE.md,https://github.com/devill/refakts,https://github.com/devill/refakts/blob/main/CLAUDE.md,main,59.0,8.0,2025-06-30T09:19:14Z,2025-08-17T19:39:36Z,2025-10-03T01:46:56Z,179.0,70,2025-06-28T17:52:11Z,devill||refakts||CLAUDE.md,783,36.67028689941239
ariccio,COVID-CO2-tracker,CLAUDE.md,CLAUDE.md,raw/ariccio/COVID-CO2-tracker/CLAUDE.md,https://github.com/ariccio/COVID-CO2-tracker,https://github.com/ariccio/COVID-CO2-tracker/blob/main/CLAUDE.md,main,13.0,3.0,2021-02-12T18:48:19Z,2025-10-18T02:30:37Z,2025-10-18T02:30:41Z,1.0,7,2025-08-25T21:16:27Z,ariccio||COVID-CO2-tracker||CLAUDE.md,4,-50.00999999999996
xlnfinance,xln,CLAUDE.md,CLAUDE.md,raw/xlnfinance/xln/CLAUDE.md,https://github.com/xlnfinance/xln,https://github.com/xlnfinance/xln/blob/main/CLAUDE.md,main,92.0,19.0,2018-01-05T11:22:14Z,2025-10-17T12:54:09Z,2025-10-17T12:54:13Z,588.0,18,2025-07-13T19:28:31Z,xlnfinance||xln||CLAUDE.md,2837,44.76487515561715
exceptionraiser,vscode-string-manipulation,CLAUDE.md,CLAUDE.md,raw/exceptionraiser/vscode-string-manipulation/CLAUDE.md,https://github.com/exceptionraiser/vscode-string-manipulation,https://github.com/exceptionraiser/vscode-string-manipulation/blob/master/CLAUDE.md,master,27.0,7.0,2016-10-11T23:51:12Z,2025-09-26T19:46:04Z,2025-07-04T21:07:58Z,57.0,1,2025-06-21T00:45:34Z,exceptionraiser||vscode-string-manipulation||CLAUDE.md,365,40.48335600236547
ragnarok22,telegram-bot-api-docker,CLAUDE.md,CLAUDE.md,raw/ragnarok22/telegram-bot-api-docker/CLAUDE.md,https://github.com/ragnarok22/telegram-bot-api-docker,https://github.com/ragnarok22/telegram-bot-api-docker/blob/main/CLAUDE.md,main,7.0,2.0,2024-02-25T20:32:10Z,2025-10-13T23:55:18Z,2025-10-13T23:55:20Z,67.0,1,2025-09-12T17:14:08Z,ragnarok22||telegram-bot-api-docker||CLAUDE.md,439,47.06622053110533
ragnarok22,gsmart,CLAUDE.md,CLAUDE.md,raw/ragnarok22/gsmart/CLAUDE.md,https://github.com/ragnarok22/gsmart,https://github.com/ragnarok22/gsmart/blob/main/CLAUDE.md,main,10.0,0.0,2024-07-10T23:09:06Z,2025-10-14T17:13:35Z,2025-10-14T17:13:39Z,82.0,2,2025-09-22T15:09:14Z,ragnarok22||gsmart||CLAUDE.md,484,51.666204705139364
imfing,hextra,CLAUDE.md,CLAUDE.md,raw/imfing/hextra/CLAUDE.md,https://github.com/imfing/hextra,https://github.com/imfing/hextra/blob/main/CLAUDE.md,main,1659.0,348.0,2023-07-19T21:03:57Z,2025-10-13T21:50:19Z,2025-10-18T02:57:30Z,161.0,3,2025-08-09T06:58:54Z,imfing||hextra||CLAUDE.md,623,37.00964967067907
microsoft,poml,CLAUDE.md,CLAUDE.md,raw/microsoft/poml/CLAUDE.md,https://github.com/microsoft/poml,https://github.com/microsoft/poml/blob/main/CLAUDE.md,main,4661.0,242.0,2024-11-29T07:43:56Z,2025-10-17T17:56:40Z,2025-10-18T16:32:40Z,172.0,2,2025-08-26T03:46:49Z,microsoft||poml||CLAUDE.md,695,32.54020069965017
metowolf,vCards,CLAUDE.md,CLAUDE.md,raw/metowolf/vCards/CLAUDE.md,https://github.com/metowolf/vCards,https://github.com/metowolf/vCards/blob/master/CLAUDE.md,master,6001.0,297.0,2019-06-18T10:49:34Z,2025-10-15T22:54:42Z,2025-10-18T06:43:00Z,166.0,2,2025-08-23T14:51:53Z,metowolf||vCards||CLAUDE.md,361,82.02042338709678
prebid,Prebid.js,CLAUDE.md,CLAUDE.md,raw/prebid/Prebid.js/CLAUDE.md,https://github.com/prebid/Prebid.js,https://github.com/prebid/Prebid.js/blob/master/CLAUDE.md,master,1502.0,2271.0,2015-07-19T03:26:23Z,2025-10-17T23:45:46Z,2025-10-17T23:45:53Z,1.0,2,2025-06-04T22:38:32Z,prebid||Prebid.js||CLAUDE.md,2,121.22000000000003
Wei-Shaw,claude-relay-service,CLAUDE.md,CLAUDE.md,raw/Wei-Shaw/claude-relay-service/CLAUDE.md,https://github.com/Wei-Shaw/claude-relay-service,https://github.com/Wei-Shaw/claude-relay-service/blob/main/CLAUDE.md,main,4221.0,698.0,2025-07-14T10:11:32Z,2025-10-18T07:59:57Z,2025-10-18T16:05:54Z,584.0,7,2025-07-14T10:14:13Z,Wei-Shaw||claude-relay-service||CLAUDE.md,677,60.80784142532653
lollipopkit,flutter_server_box,CLAUDE.md,CLAUDE.md,raw/lollipopkit/flutter_server_box/CLAUDE.md,https://github.com/lollipopkit/flutter_server_box,https://github.com/lollipopkit/flutter_server_box/blob/main/CLAUDE.md,main,6960.0,447.0,2021-09-13T06:23:19Z,2025-10-18T01:13:04Z,2025-10-18T14:41:12Z,95.0,2,2025-09-01T15:32:44Z,lollipopkit||flutter_server_box||CLAUDE.md,584,46.84364411707696
rocketship-ai,rocketship,CLAUDE.md,CLAUDE.md,raw/rocketship-ai/rocketship/CLAUDE.md,https://github.com/rocketship-ai/rocketship,https://github.com/rocketship-ai/rocketship/blob/main/CLAUDE.md,main,51.0,7.0,2025-03-11T02:40:17Z,2025-10-17T22:49:28Z,2025-10-17T22:48:14Z,409.0,13,2025-05-24T13:24:39Z,rocketship-ai||rocketship||CLAUDE.md,1682,39.16882172171009
jdx,mise,CLAUDE.md,CLAUDE.md,raw/jdx/mise/CLAUDE.md,https://github.com/jdx/mise,https://github.com/jdx/mise/blob/main/CLAUDE.md,main,20588.0,681.0,2023-01-09T14:44:21Z,2025-10-18T12:33:19Z,2025-10-18T17:50:42Z,147.0,5,2025-07-20T19:33:21Z,jdx||mise||CLAUDE.md,877,46.958010743270904
entira,archi-mcp,CLAUDE.md,CLAUDE.md,raw/entira/archi-mcp/CLAUDE.md,https://github.com/entira/archi-mcp,https://github.com/entira/archi-mcp/blob/main/CLAUDE.md,main,8.0,1.0,2025-06-27T08:35:50Z,2025-07-05T21:40:54Z,2025-09-11T07:21:02Z,354.0,1,2025-07-05T14:51:15Z,entira||archi-mcp||CLAUDE.md,734,28.82721448645887
yosshi4486,EmojiPickerViewController,CLAUDE.md,CLAUDE.md,raw/yosshi4486/EmojiPickerViewController/CLAUDE.md,https://github.com/yosshi4486/EmojiPickerViewController,https://github.com/yosshi4486/EmojiPickerViewController/blob/main/CLAUDE.md,main,14.0,8.0,2022-01-27T04:29:42Z,2025-07-06T10:56:30Z,2025-07-10T09:36:56Z,55.0,1,2025-06-22T14:15:37Z,yosshi4486||EmojiPickerViewController||CLAUDE.md,252,32.87756410256412
the-guild-org,polen,CLAUDE.md,CLAUDE.md,raw/the-guild-org/polen/CLAUDE.md,https://github.com/the-guild-org/polen,https://github.com/the-guild-org/polen/blob/main/CLAUDE.md,main,19.0,2.0,2025-04-04T23:11:52Z,2025-10-05T16:56:47Z,2025-10-05T16:55:43Z,526.0,9,2025-06-03T14:51:28Z,the-guild-org||polen||CLAUDE.md,1467,50.20015889940933
pomerium,mcp-app-demo,CLAUDE.md,CLAUDE.md,raw/pomerium/mcp-app-demo/CLAUDE.md,https://github.com/pomerium/mcp-app-demo,https://github.com/pomerium/mcp-app-demo/blob/main/CLAUDE.md,main,53.0,5.0,2025-05-22T20:50:21Z,2025-10-16T00:23:17Z,2025-10-16T00:23:21Z,169.0,1,2025-07-25T18:46:28Z,pomerium||mcp-app-demo||CLAUDE.md,536,36.09685087217616
BjornMelin,mcp-search-hub,CLAUDE.md,CLAUDE.md,raw/BjornMelin/mcp-search-hub/CLAUDE.md,https://github.com/BjornMelin/mcp-search-hub,https://github.com/BjornMelin/mcp-search-hub/blob/main/CLAUDE.md,main,5.0,0.0,2025-05-14T23:55:08Z,2025-06-16T10:40:34Z,2025-07-02T17:33:23Z,441.0,8,2025-05-15T01:30:19Z,BjornMelin||mcp-search-hub||CLAUDE.md,1066,30.06199289120633
lbds137,tzurot,CLAUDE.md,CLAUDE.md,raw/lbds137/tzurot/CLAUDE.md,https://github.com/lbds137/tzurot,https://github.com/lbds137/tzurot/blob/main/CLAUDE.md,main,6.0,1.0,2025-05-17T20:38:13Z,2025-10-08T23:28:59Z,2025-09-09T01:40:14Z,420.0,54,2025-05-18T11:23:16Z,lbds137||tzurot||CLAUDE.md,1906,38.34067005290737
syntaxfm,website,CLAUDE.md,CLAUDE.md,raw/syntaxfm/website/CLAUDE.md,https://github.com/syntaxfm/website,https://github.com/syntaxfm/website/blob/main/CLAUDE.md,main,1157.0,512.0,2017-06-19T21:28:08Z,2025-10-17T18:39:31Z,2025-10-17T18:39:36Z,194.0,1,2025-07-16T20:41:47Z,syntaxfm||website||CLAUDE.md,626,51.77144958355487
pathintegral-institute,mcpm.sh,CLAUDE.md,CLAUDE.md,raw/pathintegral-institute/mcpm.sh/CLAUDE.md,https://github.com/pathintegral-institute/mcpm.sh,https://github.com/pathintegral-institute/mcpm.sh/blob/main/CLAUDE.md,main,767.0,82.0,2025-03-21T10:16:41Z,2025-10-09T02:42:29Z,2025-10-17T15:15:39Z,13.0,2,2025-07-07T10:31:30Z,pathintegral-institute||mcpm.sh||CLAUDE.md,120,50.75
Extralit,extralit,CLAUDE.md,CLAUDE.md,raw/Extralit/extralit/CLAUDE.md,https://github.com/Extralit/extralit,https://github.com/Extralit/extralit/blob/main/CLAUDE.md,main,27.0,23.0,2023-10-22T01:14:09Z,2025-10-08T22:07:02Z,2025-10-15T00:53:37Z,89.0,2,2025-08-22T00:00:51Z,Extralit||extralit||CLAUDE.md,280,31.6687391304348
Gumball12,yuki-no,CLAUDE.md,CLAUDE.md,raw/Gumball12/yuki-no/CLAUDE.md,https://github.com/Gumball12/yuki-no,https://github.com/Gumball12/yuki-no/blob/main/CLAUDE.md,main,19.0,3.0,2025-01-31T06:10:27Z,2025-10-13T16:01:55Z,2025-10-13T15:49:34Z,,1,2025-10-13T11:19:26Z,Gumball12||yuki-no||CLAUDE.md,2,
svilupp,PromptingTools.jl,CLAUDE.md,CLAUDE.md,raw/svilupp/PromptingTools.jl/CLAUDE.md,https://github.com/svilupp/PromptingTools.jl,https://github.com/svilupp/PromptingTools.jl/blob/main/CLAUDE.md,main,154.0,23.0,2023-11-04T17:47:39Z,2025-10-16T08:32:50Z,2025-10-16T08:10:31Z,148.0,1,2025-08-30T16:53:52Z,svilupp||PromptingTools.jl||CLAUDE.md,817,38.337828767123284
brandon-schabel,Promptliano,CLAUDE.md,CLAUDE.md,raw/brandon-schabel/Promptliano/CLAUDE.md,https://github.com/brandon-schabel/Promptliano,https://github.com/brandon-schabel/Promptliano/blob/main/CLAUDE.md,main,17.0,1.0,2024-12-26T22:25:39Z,2025-10-12T23:10:28Z,2025-10-10T18:08:20Z,938.0,20,2025-06-07T00:46:36Z,brandon-schabel||Promptliano||CLAUDE.md,1662,36.69098486310142
wfukatsu,microservices-example,CLAUDE.md,CLAUDE.md,raw/wfukatsu/microservices-example/CLAUDE.md,https://github.com/wfukatsu/microservices-example,https://github.com/wfukatsu/microservices-example/blob/main/CLAUDE.md,main,5.0,0.0,2025-06-19T00:29:12Z,2025-08-29T02:40:36Z,2025-08-29T02:40:39Z,195.0,1,2025-06-19T00:26:34Z,wfukatsu||microservices-example||CLAUDE.md,824,28.65925369389464
coreyja,coreyja.com,CLAUDE.md,CLAUDE.md,raw/coreyja/coreyja.com/CLAUDE.md,https://github.com/coreyja/coreyja.com,https://github.com/coreyja/coreyja.com/blob/main/CLAUDE.md,main,6.0,1.0,2022-11-12T16:10:19Z,2025-09-17T00:14:09Z,2025-09-17T00:14:13Z,210.0,2,2025-08-04T18:11:42Z,coreyja||coreyja.com||CLAUDE.md,635,61.5357643312102
sgcarstrends,sgcarstrends,CLAUDE.md,CLAUDE.md,raw/sgcarstrends/sgcarstrends/CLAUDE.md,https://github.com/sgcarstrends/sgcarstrends,https://github.com/sgcarstrends/sgcarstrends/blob/main/CLAUDE.md,main,9.0,1.0,2023-11-05T06:41:21Z,2025-10-16T16:27:39Z,2025-10-15T06:20:56Z,727.0,35,2025-03-02T18:22:20Z,sgcarstrends||sgcarstrends||CLAUDE.md,1598,35.860746439427004
ruvnet,ruv-FANN,CLAUDE.md,CLAUDE.md,raw/ruvnet/ruv-FANN/CLAUDE.md,https://github.com/ruvnet/ruv-FANN,https://github.com/ruvnet/ruv-FANN/blob/main/CLAUDE.md,main,275.0,85.0,2025-06-26T20:38:15Z,2025-08-01T13:03:43Z,2025-10-16T04:04:47Z,581.0,6,2025-06-26T23:34:00Z,ruvnet||ruv-FANN||CLAUDE.md,1623,37.60492004356263
ruvnet,claude-flow,CLAUDE.md,CLAUDE.md,raw/ruvnet/claude-flow/CLAUDE.md,https://github.com/ruvnet/claude-flow,https://github.com/ruvnet/claude-flow/blob/main/CLAUDE.md,main,9047.0,1199.0,2025-06-02T21:24:20Z,2025-10-15T14:20:21Z,2025-10-18T15:56:29Z,352.0,29,2025-06-10T17:24:18Z,ruvnet||claude-flow||CLAUDE.md,1043,32.720985234055945
jey3dayo,dotfiles,CLAUDE.md,CLAUDE.md,raw/jey3dayo/dotfiles/CLAUDE.md,https://github.com/jey3dayo/dotfiles,https://github.com/jey3dayo/dotfiles/blob/main/CLAUDE.md,main,5.0,1.0,2009-12-08T04:49:57Z,2025-10-18T15:51:13Z,2025-10-18T15:51:17Z,204.0,21,2025-06-09T04:49:30Z,jey3dayo||dotfiles||CLAUDE.md,386,28.72073593073594
washanhanzi,cargo-appraiser,CLAUDE.md,CLAUDE.md,raw/washanhanzi/cargo-appraiser/CLAUDE.md,https://github.com/washanhanzi/cargo-appraiser,https://github.com/washanhanzi/cargo-appraiser/blob/main/CLAUDE.md,main,19.0,1.0,2024-08-04T14:44:25Z,2025-09-13T16:19:07Z,2025-10-01T10:17:07Z,130.0,1,2025-06-16T05:02:32Z,washanhanzi||cargo-appraiser||CLAUDE.md,763,22.395433333333358
stargately,beancount-mobile,CLAUDE.md,CLAUDE.md,raw/stargately/beancount-mobile/CLAUDE.md,https://github.com/stargately/beancount-mobile,https://github.com/stargately/beancount-mobile/blob/main/CLAUDE.md,main,159.0,17.0,2020-10-02T07:00:24Z,2025-10-17T22:05:33Z,2025-10-17T22:05:37Z,150.0,2,2025-08-02T01:09:02Z,stargately||beancount-mobile||CLAUDE.md,605,39.67040785740437
hivesolutions,appier,CLAUDE.md,CLAUDE.md,raw/hivesolutions/appier/CLAUDE.md,https://github.com/hivesolutions/appier,https://github.com/hivesolutions/appier/blob/master/CLAUDE.md,master,130.0,22.0,2013-07-15T17:47:44Z,2025-10-12T10:02:38Z,2025-10-12T10:02:42Z,105.0,1,2025-08-18T21:35:42Z,hivesolutions||appier||CLAUDE.md,278,22.61358490566039
jozu-ai,promptkit,CLAUDE.md,CLAUDE.md,raw/jozu-ai/promptkit/CLAUDE.md,https://github.com/jozu-ai/promptkit,https://github.com/jozu-ai/promptkit/blob/main/CLAUDE.md,main,10.0,0.0,2025-07-12T06:11:39Z,2025-07-25T22:51:35Z,2025-07-28T23:32:45Z,78.0,1,2025-07-23T21:11:10Z,jozu-ai||promptkit||CLAUDE.md,344,44.47405462184875
module-federation,core,CLAUDE.md,CLAUDE.md,raw/module-federation/core/CLAUDE.md,https://github.com/module-federation/core,https://github.com/module-federation/core/blob/main/CLAUDE.md,main,2228.0,359.0,2020-10-24T21:39:43Z,2025-10-17T13:56:57Z,2025-10-17T17:42:38Z,341.0,3,2025-07-23T02:51:48Z,module-federation||core||CLAUDE.md,1362,28.235818116203546
Akira-Papa,Claude-Code-Communication,CLAUDE.md,CLAUDE.md,raw/Akira-Papa/Claude-Code-Communication/CLAUDE.md,https://github.com/Akira-Papa/Claude-Code-Communication,https://github.com/Akira-Papa/Claude-Code-Communication/blob/main/CLAUDE.md,main,179.0,121.0,2025-06-10T19:17:35Z,2025-06-29T01:29:28Z,2025-09-22T06:38:05Z,19.0,1,2025-06-10T05:40:42Z,Akira-Papa||Claude-Code-Communication||CLAUDE.md,42,-16.82190909090906
basicmachines-co,basic-memory,CLAUDE.md,CLAUDE.md,raw/basicmachines-co/basic-memory/CLAUDE.md,https://github.com/basicmachines-co/basic-memory,https://github.com/basicmachines-co/basic-memory/blob/main/CLAUDE.md,main,1949.0,121.0,2024-12-02T22:40:43Z,2025-10-17T02:00:17Z,2025-10-18T17:15:25Z,268.0,20,2025-02-28T02:48:56Z,basicmachines-co||basic-memory||CLAUDE.md,1513,40.716633639371594
